time_s,maximum_receiving_voltage_difference_v,maximum_terminal_current_difference_a,maximum_terminal_power_difference_w,maximum_cumulative_energy_difference_j,coarse_maximum_kcl_residual_a,refined_maximum_kcl_residual_a
0.00161,80.1120518497,1.602241037,50047.5509354,116.777444687,4.36557456851e-11,3.63797880709e-11
0.00162,72.5704863178,1.45140972636,43005.7284954,117.222393321,4.36557456851e-11,3.63797880709e-11
0.00163,65.9816736344,1.31963347269,37189.0916445,117.606601608,4.36557456851e-11,3.63797880709e-11
0.00164,60.1404989379,1.20280997876,32323.4720765,117.940255457,4.36557456851e-11,3.63797880709e-11
0.00165,54.9918541045,1.09983708209,28241.4010575,118.231482086,4.36557456851e-11,3.63797880709e-11
0.00166,50.408612982,1.00817225964,24798.9466971,118.486964838,4.36557456851e-11,3.63797880709e-11
0.00167,46.3378253134,0.926756506269,21874.9954978,118.712150996,4.36557456851e-11,3.63797880709e-11
0.00168,42.6969310129,0.85393862026,19386.4944042,118.911535535,4.36557456851e-11,3.63797880709e-11
0.00169,39.4411822575,0.788823645151,17250.8692776,119.088839623,4.36557456851e-11,3.63797880709e-11
0.0017,36.5147640164,0.73029528033,15416.2403657,119.247154514,4.36557456851e-11,3.63797880709e-11
0.00171,33.8818693785,0.677637387569,13827.481675,119.389070219,4.36557456851e-11,3.63797880709e-11
0.00172,31.5034861327,0.630069722653,12450.260402,119.516756144,4.36557456851e-11,3.63797880709e-11
0.00173,29.351668119,0.587033362381,11247.8542735,119.63204784,4.36557456851e-11,3.63797880709e-11
0.00174,27.3983982254,0.54796796451,10196.6518126,119.736496315,4.36557456851e-11,3.63797880709e-11
0.00175,25.622090199,0.512441803981,9271.98742244,119.831425031,4.36557456851e-11,3.63797880709e-11
0.00176,24.0021751374,0.480043502751,8457.21109566,119.917962049,4.36557456851e-11,3.63797880709e-11
0.00177,22.5220187787,0.450440375575,7735.52149025,119.99707727,4.36557456851e-11,3.63797880709e-11
0.00178,21.1662441644,0.423324883291,7094.97533038,120.069604293,4.36557456851e-11,3.63797880709e-11
0.00179,19.9220041921,0.398440083843,6523.93354139,120.13626488,4.36557456851e-11,3.63797880709e-11
0.0018,18.777626638,0.375552532761,6014.46297196,120.19768421,4.36557456851e-11,3.63797880709e-11
0.00181,17.7231400285,0.354462800571,5558.18326274,120.254407161,4.36557456851e-11,3.63797880709e-11
0.00182,16.749566831,0.334991336622,5147.86877853,120.306909117,4.36557456851e-11,3.63797880709e-11
0.00183,15.8491168758,0.316982337518,4777.68040311,120.35560698,4.36557456851e-11,3.63797880709e-11
0.00184,15.0148042267,0.300296084536,4442.92969275,120.400866925,4.36557456851e-11,3.63797880709e-11
0.00185,14.2404977663,0.284809955327,4139.35254455,120.443011969,4.36557456851e-11,3.63797880709e-11
0.00186,13.5207037217,0.270414074436,3863.43291172,120.482327588,4.36557456851e-11,3.63797880709e-11
0.00187,12.8505590011,0.257011180024,3612.00838396,120.519067016,4.36557456851e-11,3.63797880709e-11
0.00188,12.2257012273,0.244514024547,3382.41678271,120.553455342,4.36557456851e-11,3.63797880709e-11
0.00189,11.642242506,0.232844850121,3172.27931401,120.585693287,4.36557456851e-11,3.63797880709e-11
0.0019,11.0966875342,0.221933750684,2979.56105793,120.615960216,4.36557456851e-11,3.63797880709e-11
0.00191,10.585903645,0.211718072901,2802.4493736,120.644416871,4.36557456851e-11,3.63797880709e-11
0.00192,10.1070665633,0.202141331267,2639.37413067,120.671207607,4.36557456851e-11,3.63797880709e-11
0.00193,9.65763279865,0.193152655973,2488.93765536,120.696462396,4.36557456851e-11,3.63797880709e-11
0.00194,9.23555271595,0.184711054318,2349.91723251,120.720298503,4.36557456851e-11,3.63797880709e-11
0.00195,8.83901428091,0.176780285616,2221.223371,120.742821973,4.36557456851e-11,3.63797880709e-11
0.00196,8.46551070448,0.169310214089,2101.89531681,120.764128898,4.36557456851e-11,3.63797880709e-11
0.00197,8.11334025628,0.162266805123,1991.07522696,120.784306536,4.36557456851e-11,3.63797880709e-11
0.00198,7.78095363676,0.155619072735,1888.00159815,120.803434277,4.36557456851e-11,3.63797880709e-11
0.00199,7.46693882644,0.149338776529,1791.99263608,120.821584493,4.36557456851e-11,3.63797880709e-11
0.002,7.1700062696,0.143400125391,1702.43969607,120.838823276,4.36557456851e-11,3.63797880709e-11
